구분,상호명,소재지,객실수,연락처,비고,Latitude,Longitude
호스텔업,제주리조트,제주특별자치도 제주시 애월읍 가문동상4길 11,25,064-745-5533,특이사항없음,33.4830132,126.3930486
호스텔업,블루스프링리조트(구.예그리나 리조트),제주특별자치도 제주시 구좌읍 일주동로 1845,20,064-784-1111,특이사항없음,33.5291728,126.8123293
호스텔업,에코그린스테이(구.에코그린펜션),제주특별자치도 제주시 한림읍 귀덕6길 92-9,21,064-796-8333,특이사항없음,33.4357022,126.2908788
호스텔업,더비치,제주특별자치도 제주시 서해안로 486-4,20,064-711-8831,특이사항없음,33.5186,126.4907732
호스텔업,비스타리조트,제주특별자치도 제주시 서해안로 74,20,064-713-6631,특이사항없음,33.5031197,126.457563
호스텔업,스카이관광호스텔,제주특별자치도 제주시 서광로29길 3,40,064-758-3385,특이사항없음,33.5007718,126.5265248
호스텔업,호텔통 연동,제주특별자치도 제주시 사장1길 28,34,064-743-2193,특이사항없음,33.4853789,126.492687
호스텔업,퓨어스테이오션(구. 미라클호텔),제주특별자치도 제주시 서해안로 346-14,29,064-746-7895,특이사항없음,33.5094144,126.4812632
호스텔업,엠버리조트,제주특별자치도 제주시 1100로 2671-51,20,064-745-7461,특이사항없음,33.4236848,126.4889875
호스텔업,제주프레임호스텔,제주특별자치도 제주시 애월읍 애월해안로 907,20,064-748-4000,특이사항없음,33.484864,126.3924355
호스텔업,우림호스텔,제주특별자치도 제주시 애월읍 애월해안로 917,21,064-749-2777,특이사항없음,33.4843126,126.3934999
호스텔업,썬하우스,제주특별자치도 제주시 한림읍 일주서로 5556,22,064-796-8250,특이사항없음,33.4230332,126.2784971
호스텔업,호텔 더 도두,제주특별자치도 제주시 도공로 2,34,064-749-0880,특이사항없음,33.5060695,126.4649759
호스텔업,나디아호스텔,제주특별자치도 제주시 애월읍 애원로 74,20,064-799-8933,특이사항없음,33.4581533,126.3223293
호스텔업,레드클레이호스텔,제주특별자치도 제주시 애월읍 신상로 266,23,064-749-5100,특이사항없음,33.4488228,126.3660606
호스텔업,노벨리조트,제주특별자치도 제주시 서해안로 122,23,064-713-6181,특이사항없음,33.5025164,126.4623408
호스텔업,시드니호텔,제주특별자치도 제주시 애월읍 애월해안로 943,26,064-713-3399,특이사항없음,33.4838125,126.3957148
호스텔업,썬비치리조트,제주특별자치도 제주시 서해안로 114,30,064-726-6668,특이사항없음,33.5026549,126.4614316
호스텔업,자몽호스텔,제주특별자치도 제주시 한림읍 한림해안로 136,32,064-796-1121,특이사항없음,33.4149157,126.2613654
호스텔업,씨스테이호텔,제주특별자치도 제주시 애월읍 애월해안로 255,23,064-799-7757,특이사항없음,33.4675822,126.3389913
호스텔업,시드니호텔 2,제주특별자치도 제주시 애월읍 애월해안로 945,20,064-713-3399,특이사항없음,33.4836397,126.3960526
호스텔업,나이스호텔(구.제주도 게스트하우스파티 나이스캣),제주특별자치도 제주시 논세길 96-38,46,064-749-0105,특이사항없음,33.4829548,126.4424395
호스텔업,호텔풀리벤시아(구. 리벤시아호스텔),제주특별자치도 제주시 한림읍 한림로 33,21,064-805-0020,특이사항없음,33.3771616,126.218424
호스텔업,흰수염고래리조트,제주특별자치도 제주시 애월읍 일주서로 6818,24,064-747-5553,특이사항없음,33.4749604,126.3802403
호스텔업,알리바호텔,제주특별자치도 제주시 서광로 251,28,064-805-8336,특이사항없음,33.5000336,126.5233805
호스텔업,삼다호스텔,제주특별자치도 제주시 서해안로 456-6,21,064-745-4456,특이사항없음,33.5182138,126.4888802
호스텔업,노형호텔,제주특별자치도 제주시 수덕1길 7,48,064-747-2260,특이사항없음,33.4861316,126.4781226
호스텔업,물뜰에 쉼팡 리조트,제주특별자치도 제주시 한림읍 귀덕로 73,36,064-792-7930,특이사항없음,33.4380945,126.2976927
호스텔업,메이저2호스텔,제주특별자치도 제주시 은남4길 40,47,064-742-6889,특이사항없음,33.4865524,126.4915468
호스텔업,더퍼스트호스텔 ,제주특별자치도 제주시 한림읍 한림로 695,22,064-796-6950,특이사항없음,33.416759,126.2647321
호스텔업,라인호텔,제주특별자치도 제주시 동광로 40,43,064-722-8161,특이사항없음,33.5022267,126.5332056
호스텔업,뷰띠끄 헤르츠 호텔,제주특별자치도 제주시 중앙로 252,31,064-805-9800,특이사항없음,33.4974077,126.5311349
호스텔업,나비스 호스텔,제주특별자치도 제주시 애월읍 애월해안로 885,41,064-712-5200,특이사항없음,33.4862622,126.3914994
호스텔업,제주담 스파빌,제주특별자치도 제주시 한림로 162,20,064-799-2020,특이사항없음,33.3856046,126.2253064
호스텔업,호텔몽듀,제주특별자치도 제주시 서해안로 382 ,20,064-712-8811,특이사항없음,33.5127096,126.4845144
호스텔업,정안호스텔,제주특별자치도 제주시 용문로 166,30,064-900-5095,특이사항없음,33.5088935,126.5110295
호스텔업,더포힐스(구. 제이바다),제주특별자치도 제주시 서해안로 258,23,064-744-5672,특이사항없음,33.5091546,126.4733423
호스텔업,솔트,제주특별자치도 제주시 애월읍 애월해안로 226,20,064-799-6401,특이사항없음,33.46703,126.3363313
호스텔업,메르블루,제주특별자치도 제주시 서해안로 368,23,064-712-4711,특이사항없음,33.511401,126.4840565
호스텔업,더제이드,제주특별자치도 제주시 관덕로15길 7-1,20,064-717-7000,특이사항없음,33.5139091,126.5266753
호스텔업,마음스테이,제주특별자치도 제주시 구좌읍 평대13길 42-1,20,,특이사항없음,33.5261511,126.8539631
호스텔업,닻발,제주특별자치도 제주시 애월읍 애월해안로 249,20,,특이사항없음,33.4673966,126.3384458
호스텔업,누가빌리지호스텔,제주특별자치도 서귀포시 산록남로 2704,36,064-733-9977,특이사항없음,33.2968291,126.5734647
호스텔업,제이하우스,제주특별자치도 서귀포시 중산간서로 241,21,064-739-7891,특이사항없음,33.2604684,126.4856177
호스텔업,비울채울,제주특별자치도 서귀포시 검은여로130번길 73,20,,특이사항없음,33.249347,126.5895166
호스텔업,가산토방 호스텔,제주특별자치도 서귀포시 인정오름로86번길 3,28,064-732-2095,휴업(2022-09-28~2023-03-27),33.2877115,126.5776012
호스텔업,오션트리,제주특별자치도  서귀포시 월드컵로 188 ,24,064-739-1239,특이사항없음,33.2329127,126.5054728
호스텔업,올레요리조트,제주특별자치도 서귀포시 이어도로 720,23,064-739-8558,특이사항없음,33.2347541,126.4927849
호스텔업,코델리아호스텔,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-16 ,22,,특이사항없음,33.459436,126.9096956
호스텔업,더 비비스 제주(The BB's JEJU),제주특별자치도 서귀포시 이어도로 760 ,20,064-739-4114,특이사항없음,33.2403359,126.476637
호스텔업,해성파크텔,제주특별자치도 서귀포시 천제연로 158-4 ,30,064-738-5050,특이사항없음,33.2522963,126.4213741
호스텔업,펠리스타운,제주특별자치도 서귀포시 성산읍 시흥하동로50번길 23,20,064-782-4003,특이사항없음,33.4744539,126.9079588
호스텔업,화이트캐슬,제주특별자치도 서귀포시 이어도로 1060,20,064-739-8811,특이사항없음,33.2457021,126.5241143
호스텔업,비스비제주 앤 팜빌리지,제주특별자치도 서귀포시 속골로 29-10,29,064-739-5100,특이사항없음,33.2422349,126.5280498
호스텔업,오렌지호텔,제주특별자치도 서귀포시 태평로335번길 3,40,064-762-9393,특이사항없음,33.2471656,126.55742
호스텔업,섬,제주특별자치도 서귀포시 태평로 111,20,064-739-1166,특이사항없음,33.2443236,126.5350253
호스텔업,주식회사 포트에비뉴,제주특별자치도 서귀포시 대포동서로 63-19,20,064-738-3910,특이사항없음,33.2407904,126.4385392
호스텔업,돔베리조트,제주특별자치도 서귀포시 태평로92번길 34,20,064-739-6780,특이사항없음,33.2414418,126.5311309
호스텔업,성산비치호텔,제주특별자치도 서귀포시 성산읍 성산등용로 13,28,064-784-1000,특이사항없음,33.4648357,126.9328656
호스텔업,천지연호텔,제주특별자치도 서귀포시 솔동산로 40,20,064-762-1002,특이사항없음,33.2419333,126.5624613
호스텔업,휴호스텔,제주특별자치도 서귀포시 구산봉로21번길 62,20,064-900-3336,특이사항없음,33.2538127,126.4535333
호스텔업,제주아이브리조트,제주특별자치도 서귀포시 산록남로 1966-34 ,63,064-739-8899,특이사항없음,33.288409,126.4968764
호스텔업,뜨레피아,제주특별자치도 서귀포시 월평하원로 111,21,064-738-5848,특이사항없음,33.2493417,126.458831
호스텔업,블루펄리조트,제주특별자치도 서귀포시 태평로92번길 35,20,064-739-4002,특이사항없음,33.2412528,126.5319286
호스텔업,더베이리조트,제주특별자치도 서귀포시 문필로35번길 46,21,064-732-8500,특이사항없음,33.2411845,126.5933945
호스텔업,프라이빗리조트,제주특별자치도 서귀포시 태평로 130,21,064-723-9802,특이사항없음,33.2444862,126.5371529
호스텔업,㈜알파캠프 제주원호스텔,제주특별자치도 서귀포시 성산읍 서성일로 726-33,20,064-784-7337,특이사항없음,33.4285131,126.8626742
호스텔업,아이리스호스텔,제주특별자치도 서귀포시 솔동산로 16-1,20,064-763-5400,특이사항없음,33.2434056,126.563846
호스텔업,돌과 바람 리조트,제주특별자치도 서귀포시 하신상로 166,20,064-732-3210,특이사항없음,33.2722415,126.6102316
호스텔업,THE SERI HOSTEL,제주특별자치도 서귀포시 법환상로2번길 97-17,30,064-739-9966,특이사항없음,33.2470683,126.5120292
호스텔업,돈내코 리조트,제주특별자치도 서귀포시 돈내코로 180,20,064-762-8400,특이사항없음,33.3027048,126.5783491
호스텔업,제주 휴리조트1,제주특별자치도 서귀포시 성산읍 난고로 228,20,064-783-1167,특이사항없음,33.4209377,126.8940155
호스텔업,제주 휴리조트2,제주특별자치도 서귀포시 성산읍 난고로 230,20,064-783-1166,특이사항없음,33.4207144,126.8937969
호스텔업,제이앤클로이,제주특별자치도 서귀포시 대정읍 무릉중앙로 203,20,064-794-3355,특이사항없음,33.2572119,126.1888401
호스텔업,성산호스텔,제주특별자치도 서귀포시 성산읍 서성일로 726-35,20,064-784-7337,특이사항없음,33.4281792,126.8623385
호스텔업,브리지스튜디오,제주특별자치도 서귀포시 이어도로 738,20,064-739-1700,특이사항없음,33.235307,126.4941154
호스텔업,제주와일드,제주특별자치도 서귀포시 논짓물로 28,22,064-738-5584,특이사항없음,33.2387885,126.387381
호스텔업,불란지호스텔,제주특별자치도 서귀포시 대정읍 하모중앙로 46-6,20,064-794-2552,특이사항없음,33.2244615,126.2517821
호스텔업,호텔 더 그랑 중문,제주특별자치도 서귀포시 색달중앙로 19,25,064-730-9780,특이사항없음,33.2573806,126.4131969
호스텔업,더스테이,제주특별자치도 서귀포시 신서로48번길 52-7,20,064-738-9933,특이사항없음,33.2524019,126.5105426
호스텔업,소금막호스텔,제주특별자치도 서귀포시 쇠소깍로 151-14,20,064-767-0883,특이사항없음,33.2505663,126.6203759
호스텔업,오라호스텔,제주특별자치도 서귀포시 성산읍 서성일로 726-37,20,064-784-7337,특이사항없음,33.4281857,126.8620197
호스텔업,제주베네치아호텔,제주특별자치도 서귀포시 중앙로 23-2,27,064-762-9996,특이사항없음,33.2467906,126.5614991
호스텔업,오션힐스테이,제주특별자치도 서귀포시 안덕면 사계북로 208,20,064-792-0102,특이사항없음,33.2367536,126.3089621
호스텔업,마린포트리조트,제주특별자치도 서귀포시 이어도로 744,20,064-738-2277,특이사항없음,33.2354606,126.49483
호스텔업,파밀리아,제주특별자치도 서귀포시 대포동서로 63-20,28,064-738-2599,특이사항없음,33.2409226,126.4380699
호스텔업,호텔 엠씨씨,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 29,21,064-783-2219,특이사항없음,33.4418028,126.9188237
호스텔업,제이힐호텔,제주특별자치도 서귀포시 천제연로188번길 11 ,35,064-805-7600,특이사항없음,33.2507861,126.424702
호스텔업,패밀리아펜션,제주특별자치도 서귀포시 표선면 번영로 3340,20,064-787-9009,특이사항없음,33.3509195,126.8232738
호스텔업,벙커호텔앤리조트,제주특별자치도 서귀포시 중산간동로8183번길 16,20,064-762-6333,특이사항없음,33.2612786,126.5426746
호스텔업,바다해호텔,제주특별자치도 서귀포시 천지연로 3-1,20,064-762-5300,특이사항없음,33.2414444,126.565685
호스텔업,보우힐펜션,제주특별자치도 서귀포시 대포연대로 50,24,064-739-9075,특이사항없음,33.2401776,126.4313578
호스텔업,㈜한국전화번호부엠티에스 제주M리조트,제주특별자치도 서귀포시 중산간서로157번길 28-6,20,064-739-3883,특이사항없음,33.2577831,126.4945114
호스텔업,펜션연리,제주특별자치도 서귀포시 논짓물로 50,21,064-739-2564,특이사항없음,33.2404221,126.3860267
호스텔업,팜밸리리조트,제주특별자치도 서귀포시 중산간서로 193,20,064-738-0002,특이사항없음,33.2593043,126.4907423
호스텔업,백패커스홈,제주특별자치도 서귀포시 중정로 24-7,29,064-763-4000,특이사항없음,33.2470391,126.5590304
호스텔업,모멘토하우스,제주특별자치도 서귀포시 태평로439번길 21,21,064-763-0293,특이사항없음,33.2465354,126.5649779
호스텔업,제주 나인 부띠끄호텔,제주특별자치도 서귀포시 솔동산로10번길 23,21,064-762-0045,특이사항없음,33.2426135,126.5627572
호스텔업,렉스호스텔,제주특별자치도 서귀포시 중앙로42번길 42-1,20,064-762-1600,특이사항없음,33.2490797,126.5662135
호스텔업,아인스호스텔,제주특별자치도 서귀포시 태평로 432,45,064-763-9911,특이사항없음,33.2454493,126.5664295
호스텔업,미도호스텔,제주특별자치도 서귀포시 동문동로 13-1,20,064-762-7627,특이사항없음,33.2500613,126.5663637
호스텔업,㈜알파캠프 탐라호스텔,제주특별자치도 서귀포시 성산읍 서성일로 726-31,20,064-784-7337,특이사항없음,33.4285185,126.8621867
호스텔업,제주 나르샤펜션,제주특별자치도 서귀포시 안덕면 사계북로 52,20,064-792-8522,특이사항없음,33.2338967,126.2938477
호스텔업,중문씨티호텔,제주특별자치도 서귀포시 중문상로 27,40,064-805-7600,특이사항없음,33.2509341,126.4248037
호스텔업,써니호텔,제주특별자치도 서귀포시 대정읍 신영로 87-1,28,064-792-7373,특이사항없음,33.2207258,126.2523531
호스텔업,퍼블리코,제주특별자치도 서귀포시 신서로48번길 20-9,23,064-721-8282,특이사항없음,33.2530197,126.5071365
호스텔업,모던플레이스,제주특별자치도 서귀포시 상예로 262,23,064-738-1024,특이사항없음,33.2679301,126.3947519
호스텔업,호텔펠리시아,제주특별자치도 서귀포시 일주동로 9123,31,064-739-0400,특이사항없음,33.2472554,126.5179533
호스텔업,중문썬라이즈 호스텔,제주특별자치도 서귀포시 중문관광로 310,40,064-763-2299,특이사항없음,33.2475605,126.4305389
호스텔업,제주도 스테이블,제주특별자치도 서귀포시 안덕면 사계북로 109,20,064-792-0045,특이사항없음,33.2369695,126.2993291
호스텔업,제이라움호스텔,제주특별자치도 서귀포시 대정읍 노을해안로 420,21,064-792-1240,특이사항없음,33.2567559,126.1903997
호스텔업,브릭 216,제주특별자치도 서귀포시 이어도로 216,20,064-766-0216,특이사항없음,33.240855,126.4434116
호스텔업,호텔라벤더 제주,제주특별자치도 서귀포시 중정로 1,22,064-762-7900,특이사항없음,33.2477159,126.556613
호스텔업,호텔연,제주특별자치도 서귀포시 솔동산로22번길 17-2,27,064-763-8855,특이사항없음,33.2439864,126.5621472
호스텔업,스와브호텔,제주특별자치도 서귀포시 서홍로 102,25,064-733-2272,특이사항없음,33.2571152,126.5530754
호스텔업,휴안스테이호텔,제주특별자치도 서귀포시 성산읍 성산중앙로37번길 9,22,064-786-1500,특이사항없음,33.4636761,126.9323329
호스텔업,솔동산 스테이,제주특별자치도 서귀포시 솔동산로10번길 45,20,064-732-8001,특이사항없음,33.2408541,126.5626364
호스텔업,제주도 두빛,제주특별자치도 서귀포시 안덕면 사계북로 107 ,20,064-792-0045,특이사항없음,33.2368228,126.2990562
호스텔업,스파호텔코자,제주특별자치도 서귀포시 대정읍 최남단해안로 44,28,064-794-2300,특이사항없음,33.2166675,126.2521425
호스텔업,더블루제주,제주특별자치도 서귀포시 칠십리로 479,20,064-732-6101,특이사항없음,33.2418978,126.601781
호스텔업,레지나펜션,제주특별자치도 서귀포시 이어도로 789,27,064-730-0800,특이사항없음,33.2370131,126.4995971
호스텔업,해리안호텔,제주특별자치도 서귀포시 천제연로 153,23,064-739-3030,특이사항없음,33.2529128,126.4214671
호스텔업,풍경호스텔,제주특별자치도 서귀포시 남성로 117,25,064-733-3355,특이사항없음,33.2423789,126.5528747
호스텔업,메종드 하버 39 호텔앤리조트,제주특별자치도 서귀포시 천지연로 39,30,064-732-1811,특이사항없음,33.2423527,126.5621026
호스텔업,T아일랜드호스텔,제주특별자치도 서귀포시 막숙포로 100,20,064-738-1577,특이사항없음,33.2334956,126.5113358
호스텔업,칠십리호텔,제주특별자치도 서귀포시 태평로353번길 22-3,27,064-732-7707,특이사항없음,33.2472144,126.5612931
호스텔업,중문스테이,제주특별자치도 서귀포시 중문관광로 288,27,064-738-1956,특이사항없음,33.245866,126.4294737
호스텔업,오피스제주,제주특별자치도 서귀포시 안덕면 향교로 214,20,,특이사항없음,33.2340812,126.2906059
호스텔업,제주브릭스,제주특별자치도 서귀포시 태평로 121,23,064-739-1902,특이사항없음,33.2445599,126.5358155
호스텔업,돈내코힐 리조트,제주특별자치도 서귀포시 돈내코로 178,21,064-762-8400,특이사항없음,33.3025469,126.5785999
호스텔업,호텔 버지니아,제주특별자치도 서귀포시 중정로61번길 31,58,064-767-5555,특이사항없음,33.2506429,126.5624296
호스텔업,피노호텔,제주특별자치도 서귀포시 천지연로29번길 5,30,064-763-3005,특이사항없음,33.2414205,126.5633442
호스텔업,서현호스텔,제주특별자치도 서귀포시 천지로 15,26,064-732-6407,특이사항없음,33.2489802,126.5607542
호스텔업,아띠랑스,제주특별자치도 서귀포시 성산읍 해맞이해안로 2614,20,064-900-5003,특이사항없음,33.4775018,126.9090288
호스텔업,마루호텔앤카페,제주특별자치도 서귀포시 안덕면 평화로 486,20,064-794-5665,특이사항없음,33.2791907,126.3177445
호스텔업,이아호텔,제주특별자치도 서귀포시 중정로36,42,064-732-6609,특이사항없음,33.2473689,126.5602733
호스텔업,한옥호텔 한라궁,제주특별자치도 서귀포시 칠십리로 243,21,064-732-7900,특이사항없음,33.2484749,126.5786251
호스텔업,런호텔,제주특별자치도 서귀포시 태평로431번길 20 ,32,064-766-1000,특이사항없음,33.2471605,126.5661877
호스텔업,HOTEL 이디,제주특별자치도 서귀포시 남원읍 태위로 690-3 ,20,064-764-5567,특이사항없음,33.2792397,126.7204735
호스텔업,빅썸호스텔,제주특별자치도 서귀포시 남원읍 태위로 984-7 ,24,064-764-8118,특이사항없음,33.2879965,126.7498415
호스텔업,올레휴,제주특별자치도 서귀포시 천지로 13,20,064-762-9102,특이사항없음,33.2488379,126.5607851
호스텔업,부띠끄스테이 스놉,제주특별자치도 서귀포시 예래해안로 17,20,,특이사항없음,33.2333088,126.3696031
호스텔업,취다선리조트,제주특별자치도 서귀포시 성산읍 해맞이해안로 2688,25,064-735-1600,특이사항없음,33.4718627,126.9128692
호스텔업,호텔 서귀피안,제주특별자치도 서귀포시 보목로64번길 178,30,,특이사항없음,33.2444011,126.5906654
호스텔업,엘렌,제주특별자치도 서귀포시 이어도로 152,20,,특이사항없음,33.2398003,126.4385613
호스텔업,더 그랜드 섬오름,제주특별자치도 서귀포시 막숙포로 118,79,,특이사항없음,33.2328083,126.5097921
호스텔업,더클라우드 풀앤스파,제주특별자치도 서귀포시 성산읍 한도로 269-37,23,064-783-8366,특이사항없음,33.4689926,126.9350866
호스텔업,㈜젠하이더웨이 트로피컬하이드어웨이,제주특별자치도 서귀포시 대정읍 형제해안로 284,20,064-792-1461,특이사항없음,33.209253,126.2912115
호스텔업,빨간모자달팽이,제주특별자치도 서귀포시 중앙로4번길 15,40,064-738-0059,특이사항없음,33.2454583,126.5634912
소형호텔업,Hotel Stay hyun,제주특별자치도 제주시 관덕로8길 7-12,26,064-900-1186,특이사항없음,33.5123131,126.5243383
소형호텔업,모슬포1호텔 ,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 11,24,064-792-4723,특이사항없음,33.2177368,126.2509326
소형호텔업,모슬포2호텔,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 13,24,064-792-4723,특이사항없음,33.2177311,126.250751
소형호텔업,모슬포3호텔,제주특별자치도 서귀포시 대정읍 최남단해안로30번길 15,24,064-792-4723,특이사항없음,33.2177226,126.2505565
소형호텔업,HOTEL 52,제주특별자치도 서귀포시 대정읍 신영로36번길 35,20,064-794-1831,특이사항없음,33.2198651,126.2470961
소형호텔업,카세로지,제주특별자치도 서귀포시 표선면 가시로 383,23,064-735-0311,특이사항없음,33.3450362,126.7864819
휴양콘도미니엄업,일성제주콘도미니엄,제주특별자치도 제주시 한림읍 한림로 239 ,50,064-796-8400,휴업 (2012-07-17~2023-06-30),33.3878293,126.2326456
휴양콘도미니엄업,이랜드파크 켄싱턴리조트 제주한림점,제주특별자치도 제주시 한림읍 한림해안로 530,50,064-796-9600,특이사항없음,33.435455,126.2745484
휴양콘도미니엄업,메가리조트제주,제주특별자치도 제주시 한경면 판포1길 6,50,064-772-9999,특이사항없음,33.3650395,126.1991985
휴양콘도미니엄업,사조그랜드리조트,제주특별자치도 제주시 조천읍 일주동로 1616-7,50,064-782-8600,휴업 (2020-08-01~2023-08-31),33.5517863,126.7050263
휴양콘도미니엄업,제주토비스콘도①,제주특별자치도 제주시 애월읍 애월로1길 8,50,064-799-4400,특이사항없음,33.4631254,126.3115839
휴양콘도미니엄업,㈜미봉제주점 제주금강산콘도 미니엄,제주특별자치도 제주시 한림읍 협재로 210-18,54,064-795-7800,특이사항없음,33.3794228,126.2500997
휴양콘도미니엄업,제주토비스콘도미니엄,제주특별자치도 제주시 애월읍 애월로1길 8 ,68,064-799-9905,특이사항없음,33.4631254,126.3115839
휴양콘도미니엄업,애월스테이인제주(구. 제주동양콘도미니엄),제주특별자치도 제주시 애월읍 애월해안로 708,82,064-713-5100,특이사항없음,33.4830351,126.3772045
휴양콘도미니엄업,한화리조트 제주,제주특별자치도 제주시 명림로 575-107   ,397,064-725-9000,특이사항없음,33.4484947,126.6382128
휴양콘도미니엄업,소노벨 타워 A.B 제주,제주특별자치도 제주시 조천읍 신북로 577,242,064-780-5000,특이사항없음,33.541054,126.6719242
휴양콘도미니엄업,라온골프클럽 콘도미니엄,제주특별자치도 제주시 한경면 용금로 998,80,064-795-1000,특이사항없음,33.3418703,126.2780253
휴양콘도미니엄업,엘스위트콘도,제주특별자치도 제주시 애월읍 평화로 1738-116,60,064-798-7108,특이사항없음,33.3702689,126.3753524
휴양콘도미니엄업,한림리조트(구. 한림스테이 제주),제주특별자치도 제주시 한림읍 일주서로 5083-5,93,064-796-8231,특이사항없음,33.3895441,126.2496821
휴양콘도미니엄업,헤브론힐리조트,제주특별자치도 제주시 애월읍 고성남서길 76,55,064-742-0090,특이사항없음,33.4275429,126.4223513
휴양콘도미니엄업,타미우스골프앤빌리지,제주특별자치도 제주시 애월읍 화전길 201,133,064-793-0707,특이사항없음,33.351192,126.3881562
휴양콘도미니엄업,(주)블랙스톤리조트,제주특별자치도 제주시 한림읍 한창로 925-122,50,064-795-2126,특이사항없음,33.3355186,126.3240674
휴양콘도미니엄업,일성비치콘도미니엄,제주특별자치도 제주시 한림읍 한림로 127,178,064-796-8400,특이사항없음,33.3856923,126.2213074
휴양콘도미니엄업,에버리스골프리조트,제주특별자치도 제주시 애월읍 평화로 1693-75,50,064-795-5000,특이사항없음,33.3777068,126.3603512
휴양콘도미니엄업,라헨느리조트㈜,제주특별자치도 제주시 명림로 384  ,51,064-754-9000,특이사항없음,33.4521555,126.6155076
휴양콘도미니엄업,아난티 클럽 제주 휴양콘도미니엄(구. 세인트포 휴양콘도미니엄),제주특별자치도 제주시 구좌읍 선유로 445-46,52,064-786-3800,특이사항없음,33.5180038,126.7363983
휴양콘도미니엄업,크라운컨트리클럽 골프빌리지,제주특별자치도 제주시 조천읍 북선로 125,25,064-784-4811,특이사항없음,33.5286642,126.6961026
휴양콘도미니엄업,한라산 콘도미니엄,제주특별자치도 제주시 선돌목동길 56-46  ,50,064-754-5678,특이사항없음,33.4418673,126.5471991
휴양콘도미니엄업,아덴힐리조트&골프클럽,제주특별자치도 제주시 한림읍 화전길 82,414,064-730-7023,특이사항없음,33.3441895,126.3691926
휴양콘도미니엄업,라온프라이빗타운,제주특별자치도 제주시 한림읍 금능남로 127,934,064-795-3001,특이사항없음,33.3810152,126.2411754
휴양콘도미니엄업,소노벨 타워 C 제주,제주특별자치도 제주시 조천읍 신북로 577 ,156,064-780-5040,특이사항없음,33.541054,126.6719242
휴양콘도미니엄업,㈜케이피씨(구.㈜한국폴로컨트리클럽휴양콘도미니엄),제주특별자치도 제주시 구좌읍 월행남길 322-30,33,064-784-9020,특이사항없음,33.524197,126.781122
휴양콘도미니엄업,캠퍼트리호텔앤리조트,제주특별자치도 제주시 해안마을서4길 100,151,064-795-8888,특이사항없음,33.4537783,126.4505575
휴양콘도미니엄업,통나무파크,제주특별자치도 제주시 애월읍 도치돌길 293,30,064-799-6909,특이사항없음,33.4103676,126.3658575
휴양콘도미니엄업,훈데르트힐즈,제주특별자치도 제주시 우도면 우도해안길 32-24,48,064-766-6000,신규등록,33.4938954,126.9553747
휴양콘도미니엄업,엠버퓨어힐 호텔앤리조트,제주특별자치도 제주시 1100로 2671-30(노형동),57,064-745-7461,특이사항없음,33.4264438,126.4870326
휴양콘도미니엄업,㈜이랜드파크 켄신턴리조트 제주중문,제주특별자치도 서귀포시 중문관광로72번길 29-29,216,064-738-9101,특이사항없음,33.2472633,126.4125804
휴양콘도미니엄업,켄싱턴리조트 서귀포점,제주특별자치도 서귀포시 이어도로 684,246,064-739-9001,특이사항없음,33.2336104,126.4893246
휴양콘도미니엄업,씨제이대한통운㈜  나인브릿지콘도미니엄,제주특별자치도 서귀포시 안덕면 광평로 34-156,100,064-793-9000,특이사항없음,33.3416414,126.4028479
휴양콘도미니엄업,금호리조트(주) 제주,제주특별자치도 서귀포시 남원읍 태위로 522-12,326,064-766-8000,특이사항없음,33.2729991,126.701485
휴양콘도미니엄업,소노캄 제주 웨스트타워,제주특별자치도 서귀포시 표선면 일주동로 6347-17,310,,특이사항없음,33.3050378,126.7919081
휴양콘도미니엄업,해비치리조트,제주특별자치도 서귀포시 표선면 민속해안로 537 ,215,064-780-8000,특이사항없음,33.3233757,126.8447677
휴양콘도미니엄업,(주)캐슬렉스제주 휴양콘도미니엄,제주특별자치도 서귀포시 안덕면 평화로 1241,83,064-793-6600,특이사항없음,33.3406124,126.3475135
휴양콘도미니엄업,소노캄 제주 이스트타워,제주특별자치도 서귀포시 표선면 일주동로 6347-17,104,,특이사항없음,33.3050378,126.7919081
휴양콘도미니엄업,사이프러스 골프&리조트 휴양콘도미니엄,제주특별자치도 서귀포시 표선면 번영로 2300,72,064-786-2411,특이사항없음,33.4101512,126.7499459
휴양콘도미니엄업,휘닉스 제주 섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107,350,064-731-7000,특이사항없음,33.4300919,126.9272996
휴양콘도미니엄업,씨오르리조트,제주특별자치도 서귀포시 이어도로 989  ,62,064-739-0114,특이사항없음,33.2423556,126.518405
휴양콘도미니엄업,서귀포월드컵리조트,제주특별자치도 서귀포시 월드컵로45번길 40   ,131,064-739-3001,특이사항없음,33.2444779,126.5110475
휴양콘도미니엄업,(주)호텔롯데 롯데리조트제주,제주특별자치도 서귀포시 색달중앙로252번길 124,73,064-731-9111,특이사항없음,33.2893348,126.4152061
휴양콘도미니엄업,스프링데일 골프&리조트,제주특별자치도 서귀포시 남원읍 서성로 459-1,90,064-800-8000,특이사항없음,33.3188775,126.6742738
휴양콘도미니엄업,베이힐 풀 앤 빌라,제주특별자치도 서귀포시 예래로 424,30,064-801-9000,특이사항없음,33.2375461,126.3721708
